latitude,longitude
71.44604255274452,203.39318977268258
71.46749823212002,203.51212403693677
71.49182261712232,203.63409287653172
71.51429122688592,203.75197827567007
71.53575579173291,203.8780217817336
71.55460373391678,204.00753238400964
71.5700951049871,204.13667319664168
71.58638761314067,204.26634167518654
71.60327694638377,204.39457492038824
71.61904686672737,204.52096312221258
71.63449756333537,204.65077511126321
71.65174155812588,204.78332550747106
71.67063978279973,204.90630182161706
71.69302882625409,205.03744060110358
71.71838628629308,205.1506212037079
71.75016185581498,205.24307003033346
71.77708134307383,205.35477505579678
71.79938495225582,205.47965308553114
71.81852500068612,205.60438265287996
71.84002946256241,205.7296149654824
71.8613366936235,205.85802433127046
71.87824641915611,205.98681550969167
71.8926252185438,206.1248783324344
71.9066158537324,206.2589120902618
71.92016493218898,206.39871254790938
71.93065223224885,206.5337069083289
71.93701579681688,206.67531529645282
71.93749396399842,206.82470860361053
71.93288844220409,206.96746555418386
71.92553420853451,207.11302875171165
71.91783814776562,207.2595767150033
71.91223823935597,207.40425822948845
71.9087907380522,207.55382299373883
71.91245399125243,207.70299853992807
71.92110569912523,207.84480837156215
71.9341101065002,207.98303303477627
71.94702331426468,208.11986220163473
71.96159474233136,208.25434763546926
71.978805310915,208.394260868967
71.99956084268933,208.5267954255006
72.02131429495768,208.64785921051848
72.04190594747558,208.7778435949127
72.06052657465071,208.9088146088792
72.07650118978675,209.0391817552295
72.08988909668696,209.17159043621285
72.10294035482431,209.3147621340336
72.11860183967137,209.45209438676852
72.141396625645,209.57506831795965
72.1701316482021,209.68579366615936
72.20079833636494,209.78640383794763
72.23212116010006,209.88603504418592
72.2649245183489,209.99075101077932
72.29873164739644,210.08749701899458
72.33356825750352,210.17694870203312
72.37030327327953,210.26981033882817
72.4059577336966,210.35784309897463
72.44308746658042,210.44601574174084
72.47866248419365,210.52702731189993
72.5151016804496,210.6097349137623
72.55168011831896,210.69783895426522
72.58748291146227,210.79380801664266
72.62170448456396,210.89925500474288
72.6504085217799,211.0088161329295
72.68031791898969,211.12845386782078
72.71120517816365,211.22970057113446
72.74601685320677,211.32898672617156
72.78263048071395,211.42070748124698
72.82031510411878,211.50417857483637
72.85870357230559,211.57719847866457
72.89980294315582,211.6480794855774
72.93927548874638,211.72318835370874
72.97552408086422,211.81127552330545
73.01109910416848,211.91313516559262
73.04095754300494,212.02352362122767
73.067611619927,212.14801462137905
73.09209739813483,212.2805894275963
73.1162814304175,212.4101970032325
73.14122255082464,212.53438961079664
73.1703491982172,212.6546051050328
73.20394620732222,212.75409214408066
73.24270691297035,212.83401072720594
73.2825601116724,212.90932897114828
73.32066126328118,212.9808543340228
73.36087334463774,213.05885607212275
73.40089566058226,213.1415666092756
73.44051019197573,213.22596041820324
73.48007093560716,213.31065587569634
73.51977162582257,213.39514623004504
73.55615480118036,213.47795055823352
73.593247133233,213.57251567322717
73.62989857356168,213.67210052249027
73.66656888537591,213.76715440630264
73.70296644889224,213.86257799990096
73.73808832867644,213.96729465521045
73.77241629555692,214.07665433340276
73.8070518681539,214.18411942481276
73.84308894324231,214.2878052724617
73.87859840357262,214.38228860943258
73.91428949780176,214.47837522085396
73.95132552823026,214.57444837640537
73.99083554278532,214.6645535050253
74.02901078612324,214.74445196092793
74.06887984998467,214.8128999922139
74.11072357577306,214.86782052368105
74.15337270321693,214.91332059689339
74.19567226154544,214.95217735788813
74.23992904100972,214.98639829357867
74.28393443161505,215.0097848268804
74.3305821038685,215.0182979463322
74.37578907351639,215.0075852931979
74.41951412090444,214.99782994475123
74.46271595463092,215.00805307974636
74.50698338420351,215.0290961863814
74.55291387924812,215.05270308818191
74.59573966341992,215.07699488704947
74.63824878383265,215.10603203671766
74.68243207238021,215.13147512180467
74.72559822744905,215.14033243644195
74.76866089480079,215.12742930644984
74.81230369807768,215.1144457274775
74.85549123971799,215.10155020370988
74.90033837298147,215.09154985159617
74.94634319658144,215.0904151071604
74.9895603198504,215.10430899737457
75.03196751693136,215.13730574995537
75.07332378832999,215.1862018498352
75.11308231702277,215.25952945805062
75.15505529160188,215.3207517038135
75.1976396512864,215.36929241715507
75.24053360728809,215.416279515947
75.28475112483869,215.46746066510065
75.32896134231184,215.51995119615404
75.37228298152252,215.57552029666357
75.41613070868102,215.60780424695812
75.46087620510089,215.59318957943597
75.4984762973888,215.49131716317913
75.52252545023838,215.3343623870343
75.53754925764035,215.16374029561328
75.55493252768629,215.00317108765918
75.57707189973387,214.85186596023698
75.60248170955059,214.6959529886043
75.62696901438797,214.54601606360646
75.65273934521991,214.39859312529407
75.67047652562843,214.2337998354898
75.68059364614075,214.06431386466423
75.6932555682377,213.8936416793481
75.70231493985497,213.72260422907507
75.7239263296619,213.56496181491127
75.74984144802936,213.41609354309577
75.76797618391579,213.25674757197908
75.78248341483204,213.08452422103392
75.8012028397724,212.9246517124622
75.81786044640293,212.7499118743219
75.83524481537123,212.5779127070217
75.85420139329634,212.4066061090956
75.87087639578687,212.24265669062362
75.88262906793533,212.07150508470778
75.89876468874228,211.89285768226986
75.91649408633228,211.7146823244261
75.93689867011383,211.54582794314132
75.95896763817623,211.3850510123359
75.9790290467771,211.22447348076895
75.99977000615938,211.0686442579724
76.02677917376495,210.92255453625367
76.05771431712158,210.7926509990032
76.0875572699283,210.66532126205843
76.11640157231102,210.53001251846567
76.14620274351579,210.38899998383013
76.17908159843284,210.25635465579694
76.2103036023212,210.11303155426623
76.24158869275166,209.98699582379862
76.27105660321646,209.85585692627643
