latitude,longitude
71.42804731093219,-156.5836451544203
71.42959869295804,-156.57534248791927
71.43183783451586,-156.566949679288
71.43469888616379,-156.55847271137222
71.4378452815234,-156.54977933718405
71.44095160913447,-156.54082440492505
71.44390004471016,-156.53178328759384
71.44662170149981,-156.52287026642557
71.44903083047386,-156.51423626445163
71.4511453730223,-156.50602588549478
71.45326582463908,-156.49831637035243
71.45569225496276,-156.4909341932865
71.45847869093998,-156.48345840108527
71.46156204075513,-156.47537628733667
71.46500118172092,-156.46625302969503
71.46920506113214,-156.45595943967965
71.47180529929017,-156.44278345685282
71.47387446952995,-156.4273827760608
71.48080973048287,-156.41340635689082
71.48723022391654,-156.39816846706682
71.4851855322403,-156.37787930184047
71.48980915442996,-156.36214313370624
71.4964186309599,-156.34961632988475
71.49975263481087,-156.33839905184064
71.50183502584449,-156.32825057275744
71.50370926108927,-156.3184484952196
71.50557557206017,-156.30838946821663
71.5074488394253,-156.2981292626535
71.5092981697744,-156.28819918558992
71.5110960464821,-156.27905393590996
71.51283479896742,-156.27082697959045
71.51452822373419,-156.263306920565
71.5162084153956,-156.25598904012583
71.5179209717142,-156.24815182224972
71.51971453660802,-156.23902256655586
71.52163048670084,-156.22794060886127
71.52370271743399,-156.21436038041475
71.52593814189764,-156.1981616314496
71.5282809662814,-156.1802221762545
71.53060534475433,-156.16254473775066
71.53281257388905,-156.14671117766682
71.53488483645731,-156.1330158873121
71.53683400813185,-156.12127704743637
71.53868552669786,-156.1110928790929
71.54048229638379,-156.10177817597847
71.54228244297472,-156.09239967835487
71.54414876444483,-156.08194516053393
71.54613847708697,-156.0694879289511
71.54829816337954,-156.05426760116117
71.5506709910456,-156.03557259082305
71.55360913994124,-156.01161817977228
71.55704011529612,-155.9795838372175
71.56089743913186,-155.940479113365
71.56491897302222,-155.8985269145867
71.56895890915443,-155.85618972342704
71.5732157530387,-155.81464204734968
71.58228397838718,-155.77788743371855
71.59298542481405,-155.74675685991596
71.59820014882342,-155.71841047924266
71.60046803902806,-155.69158883087866
71.6044667620744,-155.66939432751855
71.6074417116835,-155.65194542224552
71.61047527353003,-155.6405201077465
71.60923252564845,-155.6320720453956
71.6018212087029,-155.62377106305098
71.59981338381853,-155.62050188620233
71.60079439226142,-155.61998276196826
71.60214777104294,-155.6197971153838
71.6036529861347,-155.61835236360832
71.60537648833743,-155.61368420232247
71.60738470219464,-155.60434321748286
71.60963016063809,-155.59101102227547
71.61200324368957,-155.57550281450332
71.61442920694158,-155.5590718974126
71.61686614145763,-155.54242557273238
71.61928577042156,-155.52604475932966
71.6216666175449,-155.51029806909676
71.62399019772242,-155.49550586937053
71.62625150736199,-155.48175984730625
71.62846393363404,-155.46883589776002
71.63064432551026,-155.45644627685374
71.63282349794166,-155.44405869445646
71.63504031453108,-155.43099932668545
71.63731968757669,-155.41683391752105
71.63966748173152,-155.40145906330778
71.64208875847538,-155.38478428460905
71.64458771118197,-155.36673145426946
71.64714395840561,-155.3476476684654
71.6497344738163,-155.32792780569005
71.65234058436005,-155.30789390486933
71.65493999416798,-155.28793417415386
71.6575265877608,-155.26815628205668
71.66010092868406,-155.2485515137775
71.66266850407345,-155.22902427965195
71.66524934653289,-155.2092214759311
71.66787398660811,-155.18860141262368
71.67057749107578,-155.1665371918021
71.6733799617211,-155.14266157607412
71.67625970369618,-155.11734797604774
71.6796472145585,-155.0915711748603
71.68309563584546,-155.06465929281035
71.68667772852427,-155.0355112454398
71.69052412539102,-155.00367607011668
71.69532589059006,-154.97060322378073
71.70313279386811,-154.9395468783759
71.71346480057355,-154.91171416096498
71.72365324196588,-154.88634568287762
71.73191854570506,-154.8629564766495
71.73552080505293,-154.84049193690842
71.73678601223044,-154.82066067072677
71.73750117966114,-154.80482015594913
71.73809230278566,-154.7931124035157
71.73898083985993,-154.78526059438153
71.74022108276745,-154.7806203421718
71.74156662732436,-154.77828591888866
71.74276444372855,-154.77734648569705
71.74372709056067,-154.77708913143763
71.74449476110973,-154.7769865599027
71.74516197306001,-154.77661504728738
71.74586639082251,-154.77561534589324
71.74678114915591,-154.7736736802467
71.74808084821959,-154.770496254422
71.74986580906356,-154.76579011794308
71.75227730908053,-154.759375489419
71.75595969921498,-154.75147099682425
71.76057918900334,-154.74186263582308
71.76496559338757,-154.7301153401576
71.76877408395774,-154.71641369997
71.77207051806162,-154.70107773333504
71.77498976512277,-154.684449012818
71.77774005265798,-154.6669418210359
71.78050922404057,-154.64879376348642
71.78286716862277,-154.62974077398366
71.78297908291987,-154.60842411114717
71.78072775509736,-154.58455119404493
71.78193271188422,-154.5634085273926
71.7863742186765,-154.54632953928765
71.7880727272382,-154.52970870220588
71.78781412134799,-154.5133972487669
71.78951602829697,-154.49891453798182
71.79198907359793,-154.4852790486988
71.79459288413815,-154.4719595423317
71.79719850063088,-154.45874996346907
71.79978774229221,-154.44547731279596
71.80235703938631,-154.43204032095687
71.80491808635061,-154.41839017893767
71.80751122324092,-154.40446084931833
71.81019775546442,-154.39000494160962
71.81233498726534,-154.3742729284829
71.81452501292918,-154.35727903598493
71.81673667603617,-154.33904799670037
71.8189836091513,-154.3194564230298
71.82132943003336,-154.29757462654857
71.82389179895613,-154.2720538712005
71.82773824740183,-154.24226954573044
71.84119376089565,-154.21280933841896
71.84893893496802,-154.17840184424637
71.85268379609349,-154.14274516840896
71.8581858198732,-154.11156794452697
71.86433500642474,-154.0860546717023
71.86837593073749,-154.06567005133869
71.87561149931348,-154.05342047415598
71.87864095005993,-154.04510133418097
71.87960677173575,-154.0408583507727
71.8799667994421,-154.04010922612704
71.88007210276629,-154.04159029272807
71.88003653918464,-154.04426807554782
71.88011994794564,-154.0476675951347
71.8802614688214,-154.05142127156313
71.88326475614119,-154.05673521456146
71.88097469361435,-154.0592401064053
71.87523088590503,-154.0596038352349
71.8753527174466,-154.06234899467538
71.87615179123168,-154.06456368533003
71.87710203215505,-154.06564324053372
71.87819308950488,-154.06512580913014
71.87938550740168,-154.06240650052652
71.8804848328685,-154.05671064304593
71.88099286411988,-154.0470968582224
71.88072927755293,-154.032855429737
71.88092175974585,-154.0140689635904
71.88228602765541,-153.99068686004816
71.88412476056108,-153.96205349786118
71.88684430776708,-153.92823177409556
71.89110265461984,-153.88976952329637
71.89658742345677,-153.84753218967714
71.90221582130617,-153.80202008514934
71.90708547206582,-153.75355037267877
71.91126695836513,-153.702384867031
71.91514619422352,-153.6497947854479
71.91889363936237,-153.59798947802253
71.9226755807926,-153.54830657303137
71.92697919358298,-153.50215326613448
71.93264196182571,-153.46140574541755
71.93948824411655,-153.42707052217983
71.94582916319929,-153.3990360610254
71.94993237957652,-153.37666889424185
71.95212240410683,-153.35990454749972
71.95324891217703,-153.34884540732378
71.95339995856101,-153.3425871771336
71.9528717812419,-153.33935117360306
71.95211584480765,-153.33755495377204
71.95155594725105,-153.33641365038105
71.9513536829576,-153.33570890544317
71.95110507873247,-153.3355462147028
71.95054580135655,-153.3358030453112
71.94988563362344,-153.33582259583295
71.9492825294745,-153.33606958056097
71.94877692388624,-153.33740721263842
71.94838813014007,-153.34005374017687
71.94826342385869,-153.3405743409804
71.94843421584856,-153.33743654454736
71.94851647440173,-153.33808675452266
71.94852332135196,-153.34164206551225
71.94876428705292,-153.34099971670835
71.94911990103849,-153.33838793531777
71.94924552585701,-153.34086073211475
71.9493283693885,-153.34388522281145
71.94948006382306,-153.34424711281875
71.94965595270389,-153.3407905263863
71.94969990991481,-153.33204341306026
71.94940324221366,-153.31451649935545
71.9485340978525,-153.28596001782586
71.94697944869716,-153.24699846840733
71.9446647752834,-153.1984833813621
71.94140077535658,-153.14192359441742
71.93713111266615,-153.07886708629763
71.93207176277262,-153.01100946422113
71.92690784151834,-152.93994758118833
71.92175386389187,-152.86742559354025
71.9161351817666,-152.79473489941813
71.90904187944214,-152.72335194735606
71.9019455383251,-152.65578812447663
71.89872186803468,-152.59499176610782
71.89906212705112,-152.54138348088676
71.89994129270677,-152.4944808341035
71.9013029164477,-152.4557355267129
71.9025780571752,-152.42537238627776
71.90346485927049,-152.4027041204841
71.90377256259761,-152.3867052520404
71.90367336229531,-152.37613297671012
71.90362378687819,-152.36987971960767
71.90388124312315,-152.3669524965543
71.90469281852344,-152.36656634058585
71.90616956198137,-152.36806303938405
71.90474876291164,-152.36937972182616
